heart_rate,respiratory data,filtered respiratory data,respiratory rate
158.78597082630426,14.823559999999999,-0.04128999999999983,38.80946298101021
172.1071106906735,14.79397,-0.03446999999999997,38.80946298101022
169.21073987997613,14.761280000000001,-0.030250000000000107,38.16915773476122
171.3702332285061,14.709889999999996,-0.030589999999999902,37.55249085965805
170.10182179383105,14.65656,-0.037349999999999856,36.9591847435793
171.157643569127,14.652670000000004,-0.05227999999999989,36.38896177440356
170.16691447576642,14.539010000000003,-0.07692000000000004,35.84154434000951
170.68665354242023,14.483729999999998,-0.11237999999999969,35.316654828275816
169.73892442538101,14.368900000000004,-0.15905999999999965,34.8140156270811
169.91165463823654,14.346320000000006,-0.21634999999999968,34.333349124303936
168.94240581706893,14.23149,-0.28237999999999996,33.87437770782304
168.86821983394964,14.144679999999994,-0.35413999999999957,33.436823765517005
167.86430034096097,14.02985,-0.4279499999999998,33.020409685264475
167.61140983734293,13.88816,-0.5002599999999997,32.62485785494409
166.5805473691908,13.829379999999999,-0.56862,32.24989066243451
166.20289775866434,13.719990000000006,-0.6322699999999999,31.89523049561433
165.16290952141946,13.635910000000008,-0.6922900000000002,31.560599742362196
164.70710404485385,13.548330000000004,-0.75093,31.245720790556778
163.68128038165008,13.497719999999997,-0.8102499999999999,30.950316028076625
163.1897574249499,13.441670000000004,-0.8705599999999999,30.674107842800503
162.20461510742723,13.352919999999996,-0.9291999999999999,30.416818622606943
161.71727417083122,13.296090000000003,-0.9801600000000001,30.17817075537462
160.80135572400238,13.214729999999998,-1.0148700000000002,29.957886628982184
160.3564597458474,13.184759999999999,-1.0241000000000002,29.755688631308253
159.53964498051175,13.159449999999996,-1.0002800000000007,29.571299150231482
159.17435218808149,13.214730000000001,-0.9396500000000001,29.40444057363046
158.4874441333801,13.349419999999995,-0.8435000000000001,29.254835289383873
158.23813062485266,13.523030000000004,-0.7180100000000001,29.122205685370346
157.71249699311144,13.579860000000004,-0.5728900000000006,29.006274149468528
157.60978966381123,13.748800000000003,-0.4191999999999999,28.90676306955697
157.25307920226953,13.892829999999996,-0.2670599999999997,28.82339483351441
157.2849622152797,14.059820000000004,-0.12388000000000046,28.755891829219497
157.0717767782166,14.143119999999998,0.006399999999999357,28.70397644455079
157.2147910662483,14.259509999999997,0.12304,28.667371067386913
157.11907538980205,14.372789999999993,0.22744000000000017,28.645798085606568
157.34953668056733,14.481779999999995,0.32172999999999974,28.645798085606618
157.3454930122432,14.56781,0.40748000000000034,28.646638859710997
157.63953488732102,14.619189999999994,0.4849600000000001,28.668497391353036
157.70149447380348,14.712620000000001,0.5531200000000001,28.704277869893065
158.03510856793048,14.79553,0.61013,28.75370268320988
158.13754081730337,14.8473,0.65426,28.816494219181916
158.4865998104044,14.84964,0.68469,28.892374865687962
158.6040807717942,14.88039,0.7020400000000001,28.98106701060661
158.944360864387,14.907639999999999,0.7083200000000002,29.082293041816534
159.05155465045777,14.908419999999998,0.7064300000000002,29.195775347196292
159.35875059362786,14.906860000000002,0.6994000000000001,29.32123631462455
159.43039666304963,14.878829999999994,0.6896400000000001,29.458398331979943
159.68024948218365,14.880389999999998,0.6785100000000003,29.60698378714116
159.69479214569276,14.93216,0.6663000000000001,29.766715067986784
159.87805170695526,14.905690000000007,0.6525799999999998,29.937314562395418
159.83820066235248,14.90842,0.6367599999999998,30.118504658245786
159.96326568607344,14.880390000000004,0.6186,30.310007743416524
159.87709731354926,14.876890000000005,0.5983900000000004,30.511546205786154
159.95267570348324,14.848080000000005,0.5768500000000001,30.72284243323339
159.82831283163168,14.845359999999994,0.55479,30.943618813636892
159.86304784748995,14.850810000000003,0.5326800000000003,31.17359773487528
159.7086315970923,14.795530000000001,0.5104899999999999,31.412501584827165
159.71116313471464,14.820049999999998,0.48772000000000004,31.660052751371172
159.53486296525875,14.821999999999994,0.46373000000000014,31.91597362238596
159.513799661373,14.79397,0.4381500000000004,32.17998658575022
159.3238085887539,14.792810000000003,0.4112400000000002,32.45181402934248
159.28773750087572,14.737919999999997,0.38382000000000027,32.73117834104145
159.09226861996618,14.707949999999999,0.3570699999999997,33.01780190872575
159.04975799846406,14.709889999999996,0.3319400000000002,33.31140712027405
158.85704202388067,14.70989,0.30872,33.611716363564895
158.81664481728262,14.680699999999996,0.2866999999999999,33.918452026477006
158.6348637604258,14.676419999999998,0.2642399999999998,34.231336496888986
158.60393661451963,14.654619999999996,0.2390500000000003,34.55009216267949
158.43715121061675,14.623090000000003,0.20875000000000035,34.87444141172711
158.41714995414137,14.626590000000006,0.17131000000000038,35.20410663191051
158.26561792719343,14.567809999999996,0.12543000000000004,35.53881021110835
158.25700973562323,14.481010000000003,0.07057000000000029,35.878274537199246
158.12096216227576,14.427679999999999,0.006889999999999995,36.222221998061855
158.1242038318831,14.374350000000002,-0.06494999999999987,36.570374981574744
158.00388178981444,14.312840000000003,-0.1439200000000002,36.92245587561665
158.019420900564,14.19996,-0.22865000000000008,37.278187068066146
157.91507403793923,14.169979999999997,-0.31743999999999994,37.637290946801876
157.94335014102273,14.031790000000004,-0.4082700000000002,37.99948989970247
157.85523565950612,13.97496,-0.49909000000000003,38.364506314646555
157.8966811833769,13.859349999999997,-0.58811,38.732062579512814
157.82506300773608,13.746079999999997,-0.67424,39.10188108217985
157.88010502686848,13.665890000000001,-0.7572999999999999,39.473684210526315
157.82525208295624,13.607890000000001,-0.8377699999999999,39.84719435243082
157.8943089573339,13.523029999999997,-0.9162099999999999,40.22213389577204
157.8564995275919,13.439719999999998,-0.9922500000000001,40.598225228428575
157.9399450226429,13.382890000000002,-1.0636100000000002,40.97519073827908
157.91878225804484,13.324889999999998,-1.12565,41.352752813202166
158.014737492368,13.26884,-1.1716000000000002,41.73063384107654
158.00675524348225,13.212780000000002,-1.19367,42.10855620978078
158.11142438008974,13.187480000000004,-1.1847900000000007,42.48624230719345
158.11269768568107,13.215509999999997,-1.14047,42.86341452119332
158.22226686785632,13.350189999999998,-1.0601799999999997,43.23979523965903
158.22887396991098,13.41287,-0.9477300000000003,43.615106850469104
158.33952617405802,13.57986,-0.8106500000000001,43.98907174150222
158.3475485082352,13.721939999999996,-0.6586200000000001,44.361412300637035
158.45546357011165,13.86558,-0.5015100000000002,44.731850915752226
158.46098561896497,13.975740000000002,-0.3476000000000001,45.100109974726344
158.56234043954112,14.116650000000003,-0.20245000000000007,45.46591186543809
158.56144949987635,14.230709999999995,-0.06864000000000012,45.828978975766056
158.65241829004552,14.374350000000003,0.053679999999999714,46.1890336935889
158.641204228016,14.476719999999997,0.16569000000000003,46.54579840678526
158.71795871193018,14.517209999999999,0.2687699999999999,46.89899550323378
158.69251405467196,14.595840000000004,0.3635700000000003,47.24834737081306
158.75122102087917,14.70717,0.44968,47.59357639740173
158.70772936585422,14.767500000000004,0.5258600000000004,47.934404970878525
158.7458191942096,14.852359999999997,0.5906399999999998,48.27055547912196
158.6844487086138,14.849640000000006,0.6430600000000001,48.60175031001078
